,name,uuid,rarity
70248,Hedron Archive,5a79ee4d-779d-5ded-8ee4-54f6dab76946,special
70249,Hollow One,bf42e88c-de59-51e7-a443-d1c48d07f508,special
70250,Leveler,72d13d43-07fc-5374-9e81-82dd9982d3b5,special
70251,Manifold Key,97f3cf46-3249-5046-b4cf-bacf25a5ea1f,special
70252,Panharmonicon,13050cfb-9a41-5c62-b135-e548bd131961,special
70253,Solemn Simulacrum,9b80359a-dec2-5f0c-a4bf-6b76346e55f1,special
70254,Sorcerous Spyglass,43799ab3-9790-5c4e-8bb8-53195605f242,special
70255,Vanquisher's Banner,16d7e562-1b61-5399-85dc-a97b27606c6e,special
70256,Ancient Den,dd081b5e-7f60-5e89-91ee-77d1b14ce5a9,special
70257,Arch of Orazca,9fd37d07-d14e-58af-b4a9-031b416a9b99,special
70258,Blighted Woodland,52d4dfe4-4f5d-50cc-98df-d386a7e56c87,special
70259,Bojuka Bog,6b07bb35-51f8-5865-a072-b5bcb57b4095,special
70260,Field of Ruin,d2c209e7-138b-5eb5-9574-f9ae78233b22,special
70261,Mystic Sanctuary,9a6845c8-278f-50cf-a3bf-13bfd919de84,special
70262,Ramunap Ruins,7bf16df1-1cec-5d5c-969f-b186bbdb164f,special
70263,Wastes,16c84ee9-fcc0-5d6c-a22e-df3ebf514f15,special
70265,Academy Rector,b0e69425-f47f-5879-a526-5396994655d3,rare
70266,Archery Training,b1246365-728a-5dd6-82cf-7e51d308ce99,uncommon
70268,Capashen Standard,8fc693d6-4903-500e-b1b2-23967b58405d,common
70269,Capashen Templar,dc332d75-f08f-5cc7-ba42-6578c13054ba,common
70271,Fend Off,ffbb07f0-1846-5990-b85c-1710ff1f3c72,common
70272,Field Surgeon,ed459912-5954-5f82-800c-340768be09f8,common
70273,Flicker,e2759759-106b-5a0c-9d89-64df82b6f8a7,rare
70274,Jasmine Seer,b15644b3-8da5-5938-a2e9-a62f28cfe257,uncommon
70275,Mask of Law and Grace,6fdc10fc-15e9-54a9-84cf-564cf45c4960,common
70277,Opalescence,aa03644e-01c9-5ef7-a2b2-ef3da6014aa9,rare
70278,Reliquary Monk,70df1168-6ed2-533d-abb7-1da3dec72d93,common
70279,Replenish,7f2288a2-7217-5cfc-b04d-6d410cb8dea9,rare
70281,Scent of Jasmine,fc02dea7-cbcc-571f-b5ac-4af283b97939,common
70285,Tethered Griffin,ca6a3bf0-35e0-598e-a155-3d13a8e90d46,rare
70286,Tormented Angel,4ae811a8-f0b3-58f6-afc6-3f784a9e1787,common
70287,Voice of Duty,ecfe3c40-785d-51b9-a0c0-475ea488f37e,uncommon
70288,Voice of Reason,6805405e-49e7-549a-b207-e4cfbf16a70f,uncommon
70289,Wall of Glare,aa3cee08-9c8b-5d02-a476-a1778cc11375,common
70292,Brine Seer,efaed608-df00-5b44-8b21-27dd3b1070cf,uncommon
70293,Bubbling Beebles,53e68e3b-07a0-52a9-8397-928c5a92c8c6,common
70294,Disappear,ead8866e-fa99-559b-85e3-05db07f24bbd,uncommon
70295,Donate,90f4b30a-abf7-5114-bbb6-ac5f567c9b19,rare
70296,Fatigue,cad6361a-7aa0-565d-9e7d-87a5d4d9cc18,common
70297,Fledgling Osprey,02075eb8-fb7e-5f5a-8bb0-3e378f21736c,common
70298,Illuminated Wings,bc0a51e2-217b-5835-bf8f-af1704db43f4,common
70299,Iridescent Drake,3a1be31b-5f4a-5609-85a5-224f5c31654b,uncommon
70300,Kingfisher,5532e74f-4e11-5103-928b-4fd9c365edff,common
70301,Mental Discipline,eb05dd87-7c42-52ec-bb62-e33ead1e8660,common
70303,Metathran Soldier,8f2a7b23-7447-52a7-a94e-29e4004b20b1,common
70305,Private Research,fbc49538-3f1c-5b61-bb3a-cd35f9de88f2,uncommon
70307,"Rayne, Academy Chancellor",ebe7fab8-a1bd-5bc9-9136-46297176e4d9,rare
70309,Scent of Brine,68b0be19-4739-57d2-a026-b54cfa740d3b,common
70314,Treachery,58ddf2a3-1810-5ebd-a8be-2e0957b29bc7,rare
70318,Bubbling Muck,d1025350-d221-5446-9d6a-e070aafa9428,common
70319,Carnival of Souls,35f68312-c536-5df5-bf6d-582192a41bb6,rare
70320,Chime of Night,479fa3eb-332e-5ba4-a717-47fd7a349f10,common
70321,Disease Carriers,234fe6d9-63c1-5185-8d9f-97a8d5bc655c,common
70322,Dying Wail,49b61440-2740-580a-8a66-06627f8c32be,common
70323,Encroach,a96218d1-4648-5e55-be1b-4746b84db1a8,uncommon
70325,Festering Wound,68c91cdd-1367-5443-91de-9126593cc117,uncommon
70326,Lurking Jackals,4e4d0bdb-6401-506b-9114-fdbda54ceb5e,uncommon
70327,Nightshade Seer,722f00ed-823f-5a4a-9e0f-85a710f7cd30,uncommon
70329,Phyrexian Negator,93624615-209a-57c3-8520-0b68b9440910,rare
70330,Plague Dogs,ffd0eb74-20c8-50b8-9256-3a4858c3d652,uncommon
70331,Rapid Decay,dc2ba3f0-9754-5d94-bc01-167deccf2e27,rare
70333,Scent of Nightshade,c555a96d-c96d-577f-8251-5219b508837a,common
70335,Slinking Skirge,fa899bf9-0d6b-5384-bce5-8cc02fd6854f,common
70337,Squirming Mass,c83b5d41-049f-572f-ab88-a2d9b41f7c5f,common
70339,Yawgmoth's Bargain,3726bacc-49c6-5846-b034-a0fc292d778c,rare
70340,Aether Sting,aff51fd7-2955-5b77-afc2-a7e77b86f9eb,uncommon
70342,Cinder Seer,0786d784-77e8-5831-8b81-a7c689e3f11b,uncommon
70343,Colos Yearling,d3775406-1442-5c88-8acd-5719ee100085,common
70344,Covetous Dragon,9b7f4929-3417-5e1f-aa57-0aaa8643c7e8,rare
70345,Flame Jet,3dd5a073-184c-5165-a54a-2e70e86aff56,common
70346,Goblin Berserker,39ae221e-1f7d-546b-b707-6102127768f9,uncommon
70347,Goblin Festival,203a53aa-d597-5a16-a185-320c90da448b,rare
70349,Goblin Marshal,3d8dbeee-839a-5752-8d6d-e2efd2cba48c,rare
70350,Goblin Masons,4d073f26-79a5-5637-9eeb-ca71b58b4383,common
70351,Hulking Ogre,5e342d15-15f4-5f7f-93ef-a89c524d8d03,common
70353,Incendiary,4b5e9fad-ba3f-522a-baef-142d311eebd3,uncommon
70356,Landslide,a154e9a0-6e85-5a25-acd2-2e8e1d627cd6,uncommon
70357,Mark of Fury,9ac067eb-03a0-588e-80ff-684a6ff4b1ca,common
70364,Wild Colos,ecb639d4-91da-59f4-aecd-25fcd9d1ed6d,common
70367,Elvish Lookout,447a015b-83af-5a07-8f31-987ec120093b,common
70371,Goliath Beetle,c95b74de-0fdf-538a-9222-80f02c2c2371,common
70372,Heart Warden,a1abcaaa-c481-5e5a-87c9-9ccda0340a67,common
70374,Ivy Seer,f57beb0a-fd89-5546-b465-6ea8527b35c6,uncommon
70375,Magnify,91f94f9b-8ec1-5af2-b404-44456b9b3a95,common
70376,Marker Beetles,8b1be586-6890-5d11-bac8-75ed7b937d37,common
70377,Momentum,57f76675-f77b-5109-9fa3-27e30ab9d46d,uncommon
70378,Multani's Decree,d551fe59-bf69-5dc1-bdf6-3351c86c54e9,common
70379,Pattern of Rebirth,6138d6f6-3d88-5ed8-a7ab-d9b5c1d32545,rare
70382,"Rofellos, Llanowar Emissary",22badd84-bc17-5eae-a8d1-b9650f7a6733,rare
70383,Rofellos's Gift,4008d0ed-68e3-5333-8598-342c8c387bc5,common
70384,Scent of Ivy,8b69c0bf-e0b5-5a67-afc5-b93999926aa7,common
70390,Braidwood Cup,de58f4ec-99dd-5e37-83af-42e7c8c0b353,uncommon
70391,Braidwood Sextant,9b0e371e-6720-545a-a4ec-3106f601719d,uncommon
70392,Brass Secretary,8db5c541-2958-50c5-99ed-d70eb0530a30,uncommon
70398,Masticore,3e2b946f-0a62-58c3-aeba-68588d825d23,rare
70399,Metalworker,dcd05bd8-60aa-5a11-8ac1-1f6d40d14be3,rare
70400,Powder Keg,b027e7be-84c3-543f-b1bd-8241518de3d7,rare
70401,Scrying Glass,531a3146-0140-5050-9ac3-a8971c09430f,rare
70404,Thran Foundry,d1096803-ee6f-5650-8666-571616d23626,uncommon
70407,Yavimaya Hollow,4d8175a8-cecc-5526-92e5-c16dfd4d04ce,rare
70434,Charm School,b0ea3c7e-dde2-5c80-a88a-6319955ae946,uncommon
70435,The Cheese Stands Alone,58efe678-594a-5778-839a-d444cd30acf3,rare
70436,Double Dip,926e0671-b2e8-5622-8271-521eb8cab24e,common
70437,Get a Life,57f770a0-a47f-5728-98fc-81c0649de4d3,uncommon
70438,"I'm Rubber, You're Glue",531b29bc-b32b-5abb-a265-47dbeebcbbfd,rare
70439,Knight of the Hokey Pokey,8b6429db-1771-573b-8c6d-7205fdc02e48,common
70440,Lexivore,10828bbb-6600-51c7-bf20-0bed42990528,uncommon
70441,"Look at Me, I'm the DCI",d9b2fd1e-4934-5e16-aa59-f84e884b5b82,rare
70442,Mesa Chicken,82c35563-a96b-58ed-bcd2-7d5ab83d59a4,common
70443,Miss Demeanor,09bb53fb-787d-5fd4-86c4-bc18aaebb4ce,uncommon
70444,Once More with Feeling,96d9c768-dbe1-5b7c-9951-74e64700d099,rare
70445,Prismatic Wardrobe,1c401a89-735f-52cb-a781-040242bc902c,common
70446,Sex Appeal,cc377cd4-a3e9-5f79-a7a5-d71e9b91f99b,common
70447,Bureaucracy,5cf3e6e9-e2a0-5f69-a33e-caa252ab894c,rare
70448,Censorship,3f00c3d1-be2d-51e2-825d-d74f14b1ad6b,uncommon
70449,Checks and Balances,5e65f63f-b46f-54fc-9e80-5748ace9122d,uncommon
70450,Chicken à la King,baf06116-3094-56f2-b7cb-2e65f0a231bf,rare
70451,Clambassadors,4826be91-6ee1-54e7-ad83-5f5e3308611e,common
70452,Clam-I-Am,0e3b5d6c-d300-5ca6-8830-e0a4ed9f2962,common
70453,Clam Session,93ec0222-31e5-5cdd-a788-8a4259acad96,common
70454,Common Courtesy,2e4c8a4f-d46d-523c-b29d-dbafa49d92dd,uncommon
70455,Denied!,a2b7d300-e422-5348-9b0d-8288a7070d37,common
70456,Double Take,2126334c-064f-59ed-bcb0-72572240f53b,common
70457,Fowl Play,9cd156c7-a60d-5d60-9133-08880eaf5b09,common
70458,Free-for-All,0cf28ac9-fb9b-55ad-b8ee-1ab210a84e01,rare
70459,Psychic Network,5ac0d90c-a367-507b-8686-c3864a8419bb,rare
70460,Sorry,5e615232-4d37-5396-8f68-053f8297259c,uncommon
70461,B.F.M. (Big Furry Monster),33b10155-90dc-5846-9c82-af414ba6c1e5,rare
70462,B.F.M. (Big Furry Monster),451ac233-9ba8-59db-8fff-6962e0b173f6,rare
70463,Deadhead,5c176335-a5d5-5a91-9c2f-74875ae58625,common
70464,Double Cross,04dcf162-1039-5fcd-ac4f-562b769bca54,common
70465,Handcuffs,2a176d87-a2c5-5966-a00b-176424d5bc6a,uncommon
70467,Jumbo Imp,4b0aceba-90f8-5e0f-82b1-e759f81100ee,uncommon
70468,Organ Harvest,7010e071-313e-55e5-9d18-bb06c71c1193,common
70469,Ow,161f4356-f12c-5c35-9bfc-164371af8520,rare
70470,Poultrygeist,29db17ff-dbcb-5419-8f13-bf0cf40e946c,common
70471,Temp of the Damned,bd512631-b500-57e9-89d3-6c8b55472bf0,common
70472,Volrath's Motion Sensor,7bc2bb63-2081-53fd-85d0-aba4741b8004,uncommon
70473,Burning Cinder Fury of Crimson Chaos Fire,6a54b561-0bc4-5ab6-a780-4c6a2145913d,rare
70474,Chicken Egg,9173b925-8b75-5abc-9365-48b51651c611,common
70475,Double Deal,609e62c5-13bd-5a5e-8d3f-361c502b2ab5,common
70476,Goblin Bookie,045bb960-50d6-5478-b370-224cdce8fb73,common
70477,Goblin Bowling Team,32c9718b-f1c1-531d-8736-2f8aa72abe89,common
70478,Goblin Tutor,027bde8b-0fb7-5eda-9d72-19843c86998c,uncommon
70479,Hurloon Wrangler,7a868b76-5093-5f49-8cea-02ce9f759f6b,common
70480,Jalum Grifter,955be9e7-b1f6-58c1-9bf3-4c5e88706881,rare
70481,Krazy Kow,9b3e875b-0ae4-5e73-a3e7-081c11c9e455,common
70482,Landfill,f2d95364-07b1-532f-87b5-122de4fab7b1,rare
70483,Ricochet,ceea7467-fdd1-520e-8027-7abd3127140a,uncommon
70484,Spark Fiend,b162a4be-1a66-523c-850a-a6efaa3ca92a,rare
70485,"Strategy, Schmategy",aa083a5e-20d4-5c98-910b-09844d94620e,rare
70486,The Ultimate Nightmare of Wizards of the Coast® Customer Service,b23bc758-25fc-5f75-8619-0e9d664c48c9,uncommon
70487,Cardboard Carapace,71377d26-db92-55c1-8c56-3375e72294cd,rare
70488,Double Play,d69f95eb-1c76-5fd8-a098-5a4c00148019,common
70489,Elvish Impersonators,28973feb-0e45-5507-bf1c-8c745da08b58,common
70490,Flock of Rabid Sheep,9e5898b1-894e-52fa-a2ce-fc09948ef6c8,uncommon
70491,Free-Range Chicken,2e415ee0-7861-553c-8164-a14e853c03f2,common
70492,Gerrymandering,081165b2-452a-55f9-b6a4-1872ec20a07b,uncommon
70493,Ghazbán Ogress,53d7f8b1-8ab0-5cf2-917a-40790bdfbb2c,common
70494,Growth Spurt,cd9beb6a-1adb-59f4-b9a7-64150678d5c1,common
70495,Gus,e0a315ed-f9db-5bf4-8cb5-d9524375dca5,common
70496,Hungry Hungry Heifer,1c1c12ac-c243-5b04-ae0c-77207d0c7500,uncommon
70498,"Mine, Mine, Mine!",5033ea8d-6662-581c-978b-57470cfea713,rare
70500,Team Spirit,28eab892-c663-5205-ac4c-64da6c777ef0,common
70501,"Timmy, Power Gamer",cb3f1aa7-5242-52b6-b7dc-1f07ca99e04c,rare
70502,Ashnod's Coupon,f8175a6a-f790-5c38-94c5-f3005f3a27d5,rare
70504,Bronze Calendar,d739225a-6ed8-52be-8585-e53887edd5a0,uncommon
70505,Chaos Confetti,4013c717-93a0-5e85-8eee-8a6c1b613c20,common
70506,Clay Pigeon,27373004-c893-5124-a904-12b00f913072,uncommon
70507,Giant Fan,6ab4214d-3f8e-554e-9190-a0427487e050,rare
70508,Jack-in-the-Mox,37f4bd2f-1393-59f9-b76b-fb0278e04d22,rare
70509,Jester's Sombrero,f4f45a83-a98c-5c4e-970a-5e1b4aa7c7c8,rare
70511,Paper Tiger,ad530bf0-179b-5ff8-aaaa-1d6d5b3c466c,common
70512,Rock Lobster,568eaa81-563a-5fb8-8a6b-615b999b8a64,common
70513,Scissors Lizard,a713c635-f87d-56c6-ab33-2c3b91337005,common
70514,Spatula of the Ages,89f3c5da-de85-5f4c-9c8a-46f3d0d4527e,uncommon
70515,Urza's Contact Lenses,1c6761fe-ada4-55db-9cc1-28a52d94d0d8,uncommon
70516,Urza's Science Fair Project,db24ae5c-9e2d-5036-8d1e-43c97eb117b2,uncommon
70522,Angelic Curator,6019df9f-5c1b-568a-a3c9-97242a2317f6,common
70524,Burst of Energy,dfcbfd2b-6134-54b1-9243-eba7507364f8,common
70525,Cessation,05abed58-e64f-5244-ae52-87c2cbc542ed,common
70526,Defender of Law,1fa66e8a-cfda-5685-bc8d-1cdc54e21bc7,common
70527,Devout Harpist,dc6a871e-fe51-5d03-b46f-1d8644006965,common
70529,Expendable Troops,b4eafc53-7d74-5ab3-80b6-1e05bc0e0eaa,common
70530,Hope and Glory,71153f87-9f78-57fe-8a01-0b99a5c4af8b,uncommon
70531,Iron Will,4e4ccf2d-5a07-5977-bee1-92cc7ecbd0b2,common
70536,Opal Avenger,1c82c9d6-fc19-513d-833b-1c0fbb142a32,rare
70537,Opal Champion,e0df75b6-e382-5ce4-828a-aca1a3d2566f,common
70538,Peace and Quiet,f00e02d5-c0f2-575b-8556-683085794637,uncommon
70541,"Radiant, Archangel",56f91cd7-27ce-584d-8bba-e51c399ed11e,rare
70542,Radiant's Dragoons,7aee37a4-b2a4-578e-a80b-ee5f49d5f52d,uncommon
70546,Anthroplasm,50c0447f-f023-5a69-bcf8-b3c566dfa96a,rare
70548,Aura Flux,bbe6231a-daea-5e75-8637-ed76ca7f7e23,common
70549,Bouncing Beebles,f268877a-8a96-52bc-b647-e036df401b4e,common
70554,Intervene,35da17a7-e1fd-5c14-8ca2-3adb2b0199a9,common
70555,King Crab,014f08dc-5f90-56b5-a002-143b4187cb20,uncommon
70557,Miscalculation,aa45f70b-a8f4-5bc0-ae86-75a570599f26,common
70559,Palinchron,184f3e89-8188-5a22-846b-f35a6231ad46,rare
70562,Second Chance,a7bcf387-18e2-502a-95d1-59097072f39a,rare
70563,Slow Motion,f20143c5-2e3f-594f-ab63-0fdf280b7082,common
70568,Walking Sponge,6a27a9fb-7fdf-59a5-a170-b92418e2d8a8,uncommon
70569,Weatherseed Faeries,2cb02da6-5539-5c69-a785-b013c002bf5a,common
70573,Eviscerator,9a6c858b-b9eb-5f90-99da-f59f7bf0ab75,rare
70574,Fog of Gnats,9fdc16ea-a654-5e9a-adb4-e10f36668872,common
70576,Lurking Skirge,8387d9f9-cb2c-5485-8b9b-ebe5e86e105b,rare
70577,No Mercy,fbe5f099-1056-594d-96bd-7b24ee679cc7,rare
70586,Rank and File,691bd3d1-c6b1-5a70-900c-260a47c2d5c2,uncommon
70587,Sick and Tired,8ec37c3d-8601-5f14-b73c-24516a4264db,common
70588,Sleeper's Guile,64d48f06-9161-55fa-96d5-9e4f8a13b419,common
70591,Tethered Skirge,0a17de72-0f2d-5cd6-b0cb-fe8181927f09,uncommon
70592,Treacherous Link,1f01fd65-6c5e-5f65-9eee-cb2882978762,uncommon
70594,About Face,0913e75b-c685-5093-9f49-ca0a5df365ca,common
70596,Defender of Chaos,8889f660-ea6c-524a-b2e4-e9ed75078498,common
70598,Ghitu Slinger,78d6504c-7934-514e-aedc-883c63beffa8,common
70604,Last-Ditch Effort,69992aab-14a9-5567-a311-8c8f7faa18e6,uncommon
70606,Molten Hydra,d4b34350-924b-5cc3-82c2-c40108b9b6c9,rare
70607,Parch,bc2988b6-7cc7-5997-b8b0-7c319bd511e3,common
70609,Pyromancy,287c9548-4b6f-5b22-9556-c03fbadd6d7d,rare
70610,Rack and Ruin,e262a1ba-5feb-5122-a122-28dda54b8a5e,uncommon
70611,Rivalry,6cff6f01-fde3-5697-ba58-89b2064af571,rare
70612,Shivan Phoenix,9f2c8db1-595a-58db-85ce-8aa25aba2a6d,rare
70613,Sluggishness,90756eee-c12b-552d-9afb-b09256dd5e2e,common
70614,Viashino Bey,59fad638-4516-504d-b90e-a7bb7b1fdb3e,common
70615,Viashino Cutthroat,28fd6d50-9e87-5676-8a73-b8eda4b63e8d,uncommon
70618,Bloated Toad,1cf1811b-db81-5562-9e94-7fc2c51d5589,uncommon
70620,Darkwatch Elves,af4af472-43bc-56ab-a27d-ff8f282ce900,uncommon
70622,Deranged Hermit,03b78dda-0a5b-5295-af5c-ef255abb7acd,rare
70624,Harmonic Convergence,288296dc-c79c-5678-8fd8-abb9d14e818e,uncommon
70625,Hidden Gibbons,daa40298-e8cf-530d-bf61-3936ed57b882,rare
70628,"Multani, Maro-Sorcerer",bec05e4f-c529-5be4-8737-2529eef08b67,rare
70629,Multani's Acolyte,0ec96b74-6c92-5400-ad99-804706989be8,common
70630,Multani's Presence,7b7c2b9e-59b1-5fba-9afe-8b2475c376c6,uncommon
70632,Repopulate,b2ead781-2b26-5ede-a643-7dfe7103a22d,common
70633,Silk Net,e9d46d46-0265-5d30-9bf8-54e71c72a3c8,common
70634,Simian Grunts,65cd2130-1cae-54f4-be10-442beb720b42,common
70635,Treefolk Mystic,24f1a08e-81b5-5fd6-9822-1bde4ba93635,common
70636,Weatherseed Elf,138843eb-3a96-5ae6-9ad4-8146188c053f,common
70637,Weatherseed Treefolk,7db49e3a-8db8-572c-8908-8a13bbff3cb4,rare
70639,Yavimaya Granger,5b18bd48-be7b-5860-bff0-c50caae466ba,common
70642,Angel's Trumpet,248ca95b-5028-56a0-9e97-09c857455092,uncommon
70645,Damping Engine,4a0fe7f5-b117-5086-b7af-d4c2638577b7,rare
70647,Grim Monolith,2064bb5c-089c-5dc6-adf5-e885dec0cd24,rare
70648,Iron Maiden,40ce73a9-2024-5feb-a916-f87d4d4d1e7c,rare
70649,Jhoira's Toolbox,5fc70b2f-655e-5f7e-a36e-ea6a1bfce06b,uncommon
70650,Memory Jar,d290f0dd-ff0e-5387-8f5b-d922d84a90d8,rare
70652,Ring of Gix,18fb2a65-dcab-5f21-b458-02cd735c7bd2,rare
70653,Scrapheap,2de0d9ef-5e3f-5ae4-a16d-fa62a76e3805,rare
70654,Thran Lens,bd8693e8-5b29-5509-ba0a-7cfb54f1e8ba,rare
70656,Thran Weaponry,7b073425-5f56-5f68-b6d0-f87039bf5c87,rare
70659,Wheel of Torture,903a0972-1ecf-559d-94ee-f39d7eaab352,rare
70674,Angelic Renewal,c23c14ab-26a1-587c-8f6a-e38b51797aec,common
70684,Hero of Iroas,d1ef694b-3bac-55b5-979a-100217937482,uncommon
70688,Mammoth Umbra,7dbdc989-a069-525d-bf97-b0f94f0ccf00,common
70699,Sigil of the New Dawn,469085c4-6105-5fbb-9e6e-cc8b3596a6ae,uncommon
70702,Sublime Archangel,6ae222ce-482b-500e-8cdb-63aa16c208b8,rare
70704,Tethmos High Priest,7febf777-aa47-5698-9f89-366d661ef7ed,common
70710,Back to Basics,6663837c-665b-503b-ab35-717f9e40c44b,rare
70716,Dreamscape Artist,6f448448-c1bb-5bac-880b-34fe4fe7ebaa,uncommon
70734,Sleight of Hand,05795614-2951-5a56-9b61-1b67ff6d4ee1,uncommon
70744,Unstable Mutation,326a85f3-0571-5af8-b5a3-09f31e94f618,uncommon
70748,Apprentice Necromancer,968ad7ce-9bb4-53f4-a7a8-2fe621623185,uncommon
70771,Moan of the Unhallowed,c19b8c82-3ce9-5f9a-8e4d-3fba354a0164,common
70772,Offalsnout,2b1fdd97-7ae1-5665-b0e8-3a7dc36293ea,common
70776,"Shirei, Shizo's Caretaker",089b65ce-969e-54c6-af8a-f9f5966a458a,uncommon
70778,Slum Reaper,16ea9ef5-5891-54d9-bc33-1831632f704c,common
70779,Songs of the Damned,2a6ea82d-d878-5650-b747-2b10f9c81749,uncommon
70787,Arena Athlete,a34676b5-03b7-531c-a621-0cdde3d36f39,common
70794,Firewing Phoenix,941b54f8-9129-5db9-952a-a69bc766e6fa,uncommon
70800,Lava Spike,be89b7de-6f2c-5ef6-80bf-abe9939a9f97,uncommon
70802,Magmaw,09087083-955c-5264-a6cc-397b14c446fa,uncommon
70804,Molten Birth,db56cd6e-07f9-584d-9f62-1488c60fcbcd,common
70832,Groundskeeper,b5adb818-66c7-5102-ba6d-025f4054eba0,common
70833,Hero of Leina Tower,c72c603d-be2a-5c5c-9264-1ab4162cd844,uncommon
70841,Penumbra Wurm,78f649d5-04fd-56e8-a856-e86b0ad7327e,uncommon
70857,Wild Hunger,2316b6f1-0dd9-5d03-b607-ebe979b39aa4,uncommon
70860,Angel of Despair,640b2371-ce93-532d-bf62-1b6ebe1a52fa,uncommon
70876,Canker Abomination,ac605089-50a9-59d6-9493-09ca8b8d91d2,common
70877,Dimir Guildmage,df43a385-7afb-5430-8dec-b29a22d430c4,common
70887,Slippery Bogle,8dd6574f-3031-57f1-bdaf-c69fda823c17,uncommon
70900,Vessel of Endless Rest,07218191-e151-59b7-8bab-09bcbbfdc601,common
70901,Ancient Tomb,15da53d9-25f2-5190-a0ea-137ac7894c5f,rare
70903,Celestial Colonnade,ca22ca6d-05ca-5e57-92c4-b712c4b512c7,rare
70910,Lavaclaw Reaches,e63f1d57-8d68-5791-b838-4d4a66f7cc59,rare
70920,Adorable Kitten,e1b54271-89ea-5b05-ad7f-50a537c9e865,common
70921,AWOL,1ac5559b-5589-5dcc-8f5d-2d3ecb3b9e5c,common
70922,Emcee,79ff343f-b8fc-5cb2-9df3-76c4cb0f0173,uncommon
70923,Flavor Judge,289af0ca-e261-5f02-8af0-ba257954bc7d,rare
70924,Frankie Peanuts,7463f2a8-b9ba-534f-a315-f8aff14b0286,rare
70925,GO TO JAIL,9e7dff50-8d34-5bda-a914-6ca08f3591e8,common
70926,Humming-,cd88f21d-3c1a-5ab6-90fd-4c11592e9989,common
70928,"Look at Me, I'm R&D",76e70d5f-abd8-5cb4-8dd4-32da5fab6f61,rare
70930,Old Guard,461281bf-52c7-5cd3-bc88-2faaf6a53104,common
70931,Ordinary Pony,4b7faffc-7f75-56ad-8b7d-e44f02ffdce2,common
70932,Staying Power,b23e355d-5190-5db8-ad5a-5ff9d0fe9bea,rare
70933,Strutting Turkey,ebed16ae-db40-50db-b83f-a202f5661acc,uncommon
70934,"Syr Cadian, Knight Owl",08e4b1bc-e247-5850-9aee-d0415c22d6c0,rare
70935,Alexander Clamilton,119a7726-0291-5067-b85d-5fafa28ca0af,rare
70936,Avatar of Me,44c3aebc-584a-5590-b3dc-296f645482a1,rare
70937,B.O.B. (Bevy of Beebles),25463956-7fc1-5781-88cb-abba28a59ddd,mythic
70938,Carnivorous Death-Parrot,306494e3-f2d7-5efb-9cd6-cff7fc2b7172,common
70939,Cheatyface,f006f1c0-36b1-5f98-a8d6-499cecb11f9c,uncommon
70942,"Johnny, Combo Player",efd1829b-27f5-58b8-b9a5-89494535da8d,rare
70943,Magic Word,87b82b46-4ebb-5be2-b5a0-518e7e6fb429,common
70944,Mer Man,7c903143-4f2e-5bfd-84c6-02ac9631e746,common
70946,Rings a Bell,865c8147-f27b-5318-bd97-8488bbcd6e5f,uncommon
70947,Time Out,416c0488-d0c1-52e6-a644-5dd5680743fd,common
70948,Topsy Turvy,dc550dcd-1405-5691-a5c3-c98e9128ccd8,uncommon
70949,Wall of Fortune,f1c3600a-ed9a-5f92-b96d-b2ddbda582d4,common
70950,"Acornelia, Fashionable Filcher",6888bc2d-33b9-56da-b17a-c683032dc171,rare
70951,Bat-,7aab776d-ebfe-5665-8c9d-fec741ec7929,uncommon
70952,Booster Tutor,e2fc4ff6-5816-50b8-b04a-4a9e3dd42ac7,uncommon
70953,Dirty Rat,e2b0c02e-a519-58eb-8653-dc1e6deee027,common
70954,Duh,c0a3fb00-3846-53d2-a0a1-6d70af42f85a,common
70955,Enter the Dungeon,371fdc8c-2d58-5898-b5a9-118a8ee67320,rare
70956,Hoisted Hireling,4795e57f-dfd1-5a77-a580-9b28c2c4d0af,common
70958,Infernal Spawn of Infernal Spawn of Evil,31e0ff52-217d-5955-bc9a-6991594cc041,rare
70959,"Infernius Spawnington III, Esq.",d3a41575-6a96-51c6-8836-ad9a49dbd9d8,rare
70960,Inhumaniac,46d0c4d8-6c32-5b3c-8326-d56254f90818,uncommon
70963,Skull Saucer,289fcb55-c34a-5422-80cc-5b0bad05dd5f,uncommon
70964,Snickering Squirrel,fe2fd969-cb4b-5ac1-969d-8649142529db,common
70965,Stinging Scorpion,467b454e-6b5a-5b38-86e1-2ed53987c68a,common
70966,Abstract Iguanart,82448769-bbfe-5f3b-be44-c4b11f719060,uncommon
70967,Blast from the Past,547ee5c2-42ad-5ad6-81e2-770a6da73d84,rare
70968,Boomstacker,fbb867e7-afb4-5af1-9d27-8d71947284db,rare
70969,Common Iguana,0f8c3b4a-a1a4-588a-8e3f-341340e99042,common
70970,Goblin Haberdasher,fcce5e54-4313-5631-98e0-b95f3039fb9f,uncommon
70971,Goblin S.W.A.T. Team,cf3476d9-292b-5377-ba72-9be334cad74d,common
70973,Infinity Elemental,a06bc59c-e61c-50db-b60c-63d0966f7f92,mythic
70974,Painiac,f31460f6-91d6-5cb4-b9ef-b3074bfd8351,common
70975,Six-y Beast,438dd605-f6d8-51f7-aef3-0b2bd1f44f0f,uncommon
70976,"Stet, Draconic Proofreader",952ba4d4-ef21-587f-b104-a4645d81c066,rare
70978,Super-Duper Death Ray,aed5ad42-e52f-5bb9-b21e-a2d1c6adb24e,uncommon
