name,colorIdentity,colors,convertedManaCost,edhrecRank,keywords,power,subtypes,text,types
Unsubstantiate,['U'],['U'],2.0,2172.0,nan,,[],Return target spell or creature to its owner's hand.,['Instant']
Unsummon,['U'],['U'],1.0,3085.0,nan,,[],Return target creature to its owner's hand.,['Instant']
"Untaidake, the Cloud Keeper",[],[],0.0,6172.0,nan,,[],"Untaidake, the Cloud Keeper enters the battlefield tapped.
{T}, Pay 2 life: Add {C}{C}. Spend this mana only to cast legendary spells.",['Land']
Untamed Kavu,['G'],['G'],2.0,10719.0,"['Kicker', 'Trample', 'Vigilance']",2,['Kavu'],"Kicker {3} (You may pay an additional {3} as you cast this spell.)
Vigilance, trample
If Untamed Kavu was kicked, it enters the battlefield with three +1/+1 counters on it.",['Creature']
Untamed Might,['G'],['G'],1.0,15569.0,nan,,[],Target creature gets +X/+X until end of turn.,['Instant']
Untethered Express,[],[],4.0,5370.0,"['Crew', 'Trample']",4,['Vehicle'],"Trample
Whenever Untethered Express attacks, put a +1/+1 counter on it.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",['Artifact']
Unwavering Initiate,['W'],['W'],3.0,19291.0,"['Embalm', 'Vigilance']",3,"['Human', 'Warrior']","Vigilance
Embalm {4}{W} ({4}{W}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a white Zombie Human Warrior with no mana cost. Embalm only as a sorcery.)",['Creature']
Unwilling Recruit,['R'],['R'],3.0,14919.0,nan,,[],Gain control of target creature until end of turn. Untap that creature. It gets +X/+0 and gains haste until end of turn.,['Sorcery']
Unwind,['U'],['U'],3.0,865.0,nan,,[],Counter target noncreature spell. Untap up to three lands.,['Instant']
Unworthy Dead,['B'],['B'],2.0,15516.0,nan,1,"['Phyrexian', 'Skeleton']",{B}: Regenerate Unworthy Dead.,['Creature']
Unyaro Bee Sting,['G'],['G'],4.0,23522.0,nan,,[],Unyaro Bee Sting deals 2 damage to any target.,['Sorcery']
Unyaro Bees,['G'],['G'],3.0,17122.0,['Flying'],0,['Insect'],"Flying
{G}: Unyaro Bees gets +1/+1 until end of turn.
{3}{G}, Sacrifice Unyaro Bees: It deals 2 damage to any target.",['Creature']
Unyielding Krumar,"['B', 'W']",['B'],4.0,21449.0,nan,3,"['Orc', 'Warrior']",{1}{W}: Unyielding Krumar gains first strike until end of turn.,['Creature']
Updraft Elemental,['U'],['U'],3.0,23186.0,['Flying'],1,['Elemental'],Flying,['Creature']
Upheaval,['U'],['U'],6.0,,nan,,[],Return all permanents to their owners' hands.,['Sorcery']
Uphill Battle,['R'],['R'],3.0,13636.0,nan,,[],Creatures played by your opponents enter the battlefield tapped.,['Enchantment']
Uproot,['G'],['G'],4.0,22152.0,nan,,['Arcane'],Put target land on top of its owner's library.,['Sorcery']
Ur-Golem's Eye,[],[],4.0,4491.0,nan,,[],{T}: Add {C}{C}.,['Artifact']
Urban Burgeoning,['G'],['G'],1.0,10672.0,['Enchant'],,['Aura'],"Enchant land
Enchanted land has ""Untap this land during each other player's untap step.""",['Enchantment']
Urban Utopia,['G'],['G'],2.0,9616.0,['Enchant'],,['Aura'],"Enchant land
When Urban Utopia enters the battlefield, draw a card.
Enchanted land has ""{T}: Add one mana of any color.""",['Enchantment']
Urbis Protector,['W'],['W'],6.0,14385.0,nan,1,"['Human', 'Cleric']","When Urbis Protector enters the battlefield, create a 4/4 white Angel creature token with flying.",['Creature']
Urborg Drake,"['B', 'U']","['B', 'U']",3.0,23016.0,['Flying'],2,['Drake'],"Flying
Urborg Drake attacks each combat if able.",['Creature']
Urborg Elf,"['B', 'G', 'U']",['G'],2.0,10633.0,nan,1,"['Elf', 'Druid']","{T}: Add {B}, {G}, or {U}.",['Creature']
Urborg Emissary,"['B', 'U']",['B'],3.0,23381.0,['Kicker'],3,"['Human', 'Wizard']","Kicker {1}{U} (You may pay an additional {1}{U} as you cast this spell.)
When Urborg Emissary enters the battlefield, if it was kicked, return target permanent to its owner's hand.",['Creature']
Urborg Justice,['B'],['B'],2.0,14591.0,nan,,[],Target opponent sacrifices a creature for each creature put into your graveyard from the battlefield this turn.,['Instant']
Urborg Mindsucker,['B'],['B'],3.0,22608.0,nan,2,['Horror'],"{B}, Sacrifice Urborg Mindsucker: Target opponent discards a card at random. Activate only as a sorcery.",['Creature']
Urborg Panther,['B'],['B'],3.0,20946.0,nan,2,"['Nightstalker', 'Cat']","{B}, Sacrifice Urborg Panther: Destroy target creature blocking Urborg Panther.
Sacrifice a creature named Feral Shadow, a creature named Breathstealer, and Urborg Panther: Search your library for a card named Spirit of the Night, put that card onto the battlefield, then shuffle.",['Creature']
Urborg Phantom,"['B', 'U']",['B'],3.0,24178.0,nan,3,"['Spirit', 'Minion']","Urborg Phantom can't block.
{U}: Prevent all combat damage that would be dealt to and dealt by Urborg Phantom this turn.",['Creature']
Urborg Shambler,['B'],['B'],4.0,23382.0,nan,4,['Horror'],Other black creatures get -1/-1.,['Creature']
Urborg Skeleton,['B'],['B'],1.0,17691.0,['Kicker'],0,['Skeleton'],"Kicker {3} (You may pay an additional {3} as you cast this spell.)
{B}: Regenerate Urborg Skeleton.
If Urborg Skeleton was kicked, it enters the battlefield with a +1/+1 counter on it.",['Creature']
Urborg Stalker,['B'],['B'],4.0,21949.0,nan,2,['Horror'],"At the beginning of each player's upkeep, if that player controls a nonblack, nonland permanent, Urborg Stalker deals 1 damage to that player.",['Creature']
Urborg Uprising,['B'],['B'],5.0,17807.0,nan,,[],"Return up to two target creature cards from your graveyard to your hand.
Draw a card.",['Sorcery']
Urborg Volcano,"['B', 'R']",[],0.0,7544.0,nan,,[],"Urborg Volcano enters the battlefield tapped.
{T}: Add {B} or {R}.",['Land']
"Urborg, Tomb of Yawgmoth",[],[],0.0,50.0,nan,,[],Each land is a Swamp in addition to its other land types.,['Land']
Urge to Feed,['B'],['B'],2.0,6567.0,nan,,[],"Target creature gets -3/-3 until end of turn. You may tap any number of untapped Vampire creatures you control. If you do, put a +1/+1 counter on each of those Vampires.",['Instant']
Urgent Exorcism,['W'],['W'],2.0,22039.0,nan,,[],Destroy target Spirit or enchantment.,['Instant']
"Urgoros, the Empty One",['B'],['B'],6.0,11071.0,['Flying'],4,['Specter'],"Flying
Whenever Urgoros, the Empty One deals combat damage to a player, that player discards a card at random. If the player can't, you draw a card.",['Creature']
Ursine Champion,['G'],['G'],2.0,19107.0,nan,2,"['Human', 'Berserker']",{5}{G}: Ursine Champion gets +3/+3 and becomes a Bear Berserker until end of turn. Activate only once each turn.,['Creature']
Urza's Armor,[],[],6.0,13820.0,nan,,[],"If a source would deal damage to you, prevent 1 of that damage.",['Artifact']
Urza's Factory,[],[],0.0,5442.0,nan,,"[""Urza's""]","{T}: Add {C}.
{7}, {T}: Create a 2/2 colorless Assembly-Worker artifact creature token.",['Land']
Urza's Filter,[],[],4.0,9524.0,nan,,[],Multicolored spells cost up to {2} less to cast.,['Artifact']
Urza's Guilt,"['B', 'U']","['B', 'U']",4.0,16067.0,nan,,[],"Each player draws two cards, then discards three cards, then loses 4 life.",['Sorcery']
Urza's Mine,[],[],0.0,1243.0,nan,,"[""Urza's"", 'Mine']","{T}: Add {C}. If you control an Urza's Power-Plant and an Urza's Tower, add {C}{C} instead.",['Land']
Urza's Power Plant,[],[],0.0,1244.0,nan,,"[""Urza's"", 'Power-Plant']","{T}: Add {C}. If you control an Urza's Mine and an Urza's Tower, add {C}{C} instead.",['Land']
Urza's Rage,['R'],['R'],3.0,10098.0,['Kicker'],,[],"Kicker {8}{R} (You may pay an additional {8}{R} as you cast this spell.)
This spell can't be countered.
Urza's Rage deals 3 damage to any target. If this spell was kicked, instead it deals 10 damage to that permanent or player and the damage can't be prevented.",['Instant']
Urza's Tome,[],[],2.0,14720.0,nan,,[],"{3}, {T}: Draw a card. Then discard a card unless you exile a historic card from your graveyard. (Artifacts, legendaries, and Sagas are historic.)",['Artifact']
Urza's Tower,[],[],0.0,1245.0,nan,,"[""Urza's"", 'Tower']","{T}: Add {C}. If you control an Urza's Mine and an Urza's Power-Plant, add {C}{C}{C} instead.",['Land']
"Urza, Lord High Artificer",['U'],['U'],4.0,1265.0,nan,1,"['Human', 'Artificer']","When Urza, Lord High Artificer enters the battlefield, create a 0/0 colorless Construct artifact creature token with ""This creature gets +1/+1 for each artifact you control.""
Tap an untapped artifact you control: Add {U}.
{5}: Shuffle your library, then exile the top card. Until end of turn, you may play that card without paying its mana cost.",['Creature']
Uthden Troll,['R'],['R'],3.0,22076.0,nan,2,['Troll'],{R}: Regenerate Uthden Troll.,['Creature']
Utopia Mycon,['G'],['G'],1.0,4430.0,nan,0,['Fungus'],"At the beginning of your upkeep, put a spore counter on Utopia Mycon.
Remove three spore counters from Utopia Mycon: Create a 1/1 green Saproling creature token.
Sacrifice a Saproling: Add one mana of any color.",['Creature']
Utopia Sprawl,['G'],['G'],1.0,410.0,['Enchant'],,['Aura'],"Enchant Forest
As Utopia Sprawl enters the battlefield, choose a color.
Whenever enchanted Forest is tapped for mana, its controller adds an additional one mana of the chosen color.",['Enchantment']
Utopia Tree,['G'],['G'],2.0,9795.0,nan,0,['Plant'],{T}: Add one mana of any color.,['Creature']
Utopia Vow,['G'],['G'],2.0,14453.0,['Enchant'],,['Aura'],"Enchant creature
Enchanted creature can't attack or block.
Enchanted creature has ""{T}: Add one mana of any color.""",['Enchantment']
Utvara Scalper,['R'],['R'],2.0,20642.0,['Flying'],1,"['Goblin', 'Scout']","Flying
Utvara Scalper attacks each combat if able.",['Creature']
"Uvilda, Dean of Perfection // Nassari, Dean of Expression","['R', 'U']",['U'],3.0,8549.0,nan,2,"['Djinn', 'Wizard']","{T}: You may exile an instant or sorcery card from your hand and put three hone counters on it. It gains ""At the beginning of your upkeep, if this card is exiled, remove a hone counter from it"" and ""When the last hone counter is removed from this card, if it's exiled, you may cast it. It costs {4} less to cast this way.""",['Creature']
"Uyo, Silent Prophet",['U'],['U'],6.0,8352.0,['Flying'],4,"['Moonfolk', 'Wizard']","Flying
{2}, Return two lands you control to their owner's hand: Copy target instant or sorcery spell. You may choose new targets for the copy.",['Creature']
Vacuumelt,['U'],['U'],3.0,20947.0,['Replicate'],,[],"Replicate {2}{U} (When you cast this spell, copy it for each time you paid its replicate cost. You may choose new targets for the copies.)
Return target creature to its owner's hand.",['Sorcery']
"Vadrok, Apex of Thunder","['R', 'U', 'W']","['R', 'U', 'W']",3.0,6416.0,"['First strike', 'Flying', 'Mutate']",3,"['Elemental', 'Dinosaur', 'Cat']","Mutate {1}{W/U}{R}{R} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Flying, first strike
Whenever this creature mutates, you may cast target noncreature card with mana value 3 or less from your graveyard without paying its mana cost.",['Creature']
"Vaevictis Asmadi, the Dire","['B', 'G', 'R']","['B', 'G', 'R']",6.0,4651.0,['Flying'],6,"['Elder', 'Dragon']","Flying
Whenever Vaevictis Asmadi, the Dire attacks, for each player, choose target permanent that player controls. Those players sacrifice those permanents. Each player who sacrificed a permanent this way reveals the top card of their library, then puts it onto the battlefield if it's a permanent card.",['Creature']
Vagrant Plowbeasts,"['G', 'W']","['G', 'W']",7.0,15602.0,nan,6,['Beast'],{1}: Regenerate target creature with power 5 or greater.,['Creature']
Valakut Awakening // Valakut Stoneforge,['R'],['R'],3.0,251.0,nan,,[],"Put any number of cards from your hand on the bottom of your library, then draw that many cards plus one.",['Instant']
Valakut Exploration,['R'],['R'],3.0,938.0,['Landfall'],,[],"Landfall — Whenever a land enters the battlefield under your control, exile the top card of your library. You may play that card for as long as it remains exiled.
At the beginning of your end step, if there are cards exiled with Valakut Exploration, put them into their owner's graveyard, then Valakut Exploration deals that much damage to each opponent.",['Enchantment']
Valakut Fireboar,['R'],['R'],5.0,19482.0,nan,1,"['Elemental', 'Boar']","Whenever Valakut Fireboar attacks, switch its power and toughness until end of turn.",['Creature']
Valakut Invoker,['R'],['R'],3.0,15759.0,nan,2,"['Human', 'Shaman']",{8}: Valakut Invoker deals 3 damage to any target.,['Creature']
Valakut Predator,['R'],['R'],3.0,17583.0,['Landfall'],2,['Elemental'],"Landfall — Whenever a land enters the battlefield under your control, Valakut Predator gets +2/+2 until end of turn.",['Creature']
"Valakut, the Molten Pinnacle",['R'],[],0.0,1161.0,nan,,[],"Valakut, the Molten Pinnacle enters the battlefield tapped.
Whenever a Mountain enters the battlefield under your control, if you control at least five other Mountains, you may have Valakut, the Molten Pinnacle deal 3 damage to any target.
{T}: Add {R}.",['Land']
"Valentin, Dean of the Vein // Lisette, Dean of the Root","['B', 'G']",['B'],1.0,3122.0,"['Lifelink', 'Menace']",1,"['Vampire', 'Warlock']","Menace, lifelink
If a nontoken creature an opponent controls would die, exile it instead. When you do, you may pay {2}. If you do, create a 1/1 black and green Pest creature token with ""When this creature dies, you gain 1 life.""",['Creature']
Valeron Outlander,"['G', 'W']","['G', 'W']",2.0,22671.0,['Protection'],2,"['Human', 'Scout']",Protection from black,['Creature']
Valeron Wardens,['G'],['G'],3.0,23423.0,['Renown'],1,"['Human', 'Monk']","Renown 2 (When this creature deals combat damage to a player, if it isn't renowned, put two +1/+1 counters on it and it becomes renowned.)
Whenever a creature you control becomes renowned, draw a card.",['Creature']
Valiant Guard,['W'],['W'],1.0,20449.0,nan,0,"['Human', 'Soldier']",,['Creature']
Valiant Knight,['W'],['W'],4.0,6326.0,nan,3,"['Human', 'Knight']","Other Knights you control get +1/+1.
{3}{W}{W}: Knights you control gain double strike until end of turn.",['Creature']
Valiant Rescuer,['W'],['W'],2.0,5934.0,['Cycling'],3,"['Human', 'Soldier']","Whenever you cycle another card for the first time each turn, create a 1/1 white Human Soldier creature token.
Cycling {2} ({2}, Discard this card: Draw a card.)",['Creature']
Valley Dasher,['R'],['R'],2.0,21618.0,['Haste'],2,"['Human', 'Berserker']","Haste
Valley Dasher attacks each combat if able.",['Creature']
Valley Rannet,"['G', 'R']","['G', 'R']",6.0,14132.0,"['Forestcycling', 'Mountaincycling']",6,['Beast'],"Mountaincycling {2}, forestcycling {2} ({2}, Discard this card: Search your library for a Mountain or Forest card, reveal it, put it into your hand, then shuffle.)",['Creature']
Valleymaker,"['G', 'R']","['G', 'R']",6.0,20363.0,nan,5,"['Giant', 'Shaman']","{T}, Sacrifice a Mountain: Valleymaker deals 3 damage to target creature.
{T}, Sacrifice a Forest: Choose a player. That player adds {G}{G}{G}.",['Creature']
Valor,['W'],['W'],4.0,11350.0,['First strike'],2,['Incarnation'],"First strike
As long as Valor is in your graveyard and you control a Plains, creatures you control have first strike.",['Creature']
Valor in Akros,['W'],['W'],4.0,8834.0,nan,,[],"Whenever a creature enters the battlefield under your control, creatures you control get +1/+1 until end of turn.",['Enchantment']
Vampire Aristocrat,['B'],['B'],3.0,13545.0,nan,2,"['Vampire', 'Rogue', 'Noble']",Sacrifice a creature: Vampire Aristocrat gets +2/+2 until end of turn.,['Creature']
Vampire Cutthroat,['B'],['B'],1.0,4378.0,"['Lifelink', 'Skulk']",1,"['Vampire', 'Rogue']","Skulk (This creature can't be blocked by creatures with greater power.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)",['Creature']
Vampire Hounds,['B'],['B'],3.0,21377.0,nan,2,"['Vampire', 'Dog']",Discard a creature card: Vampire Hounds gets +2/+2 until end of turn.,['Creature']
Vampire Lacerator,['B'],['B'],1.0,13560.0,nan,2,"['Vampire', 'Warrior']","At the beginning of your upkeep, you lose 1 life unless an opponent has 10 or less life.",['Creature']
Vampire Nighthawk,['B'],['B'],3.0,1099.0,"['Deathtouch', 'Flying', 'Lifelink']",2,"['Vampire', 'Shaman']","Flying, deathtouch, lifelink",['Creature']
Vampire Nocturnus,['B'],['B'],4.0,5023.0,nan,3,['Vampire'],"Play with the top card of your library revealed.
As long as the top card of your library is black, Vampire Nocturnus and other Vampire creatures you control get +2/+1 and have flying.",['Creature']
Vampire Nocturnus Avatar,[],[],0.0,,nan,,[],"Play with the top card of your library revealed.
As long as the top card of your library is black, black creatures you control get +2/+1.",['Vanguard']
Vampire Outcasts,['B'],['B'],4.0,17452.0,"['Bloodthirst', 'Lifelink']",2,['Vampire'],"Bloodthirst 2 (If an opponent was dealt damage this turn, this creature enters the battlefield with two +1/+1 counters on it.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)",['Creature']
Vampire Revenant,['B'],['B'],4.0,21139.0,['Flying'],3,"['Vampire', 'Spirit']",Flying,['Creature']
Vampire Sovereign,['B'],['B'],5.0,13173.0,['Flying'],3,"['Vampire', 'Noble']","Flying
When Vampire Sovereign enters the battlefield, target opponent loses 3 life and you gain 3 life.",['Creature']
Vampire Warlord,['B'],['B'],5.0,19746.0,nan,4,"['Vampire', 'Warrior']","Sacrifice another creature: Regenerate Vampire Warlord. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)",['Creature']
Vampire of the Dire Moon,['B'],['B'],1.0,2475.0,"['Deathtouch', 'Lifelink']",1,['Vampire'],"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)",['Creature']
Vampire's Bite,['B'],['B'],1.0,17286.0,['Kicker'],,[],"Kicker {2}{B} (You may pay an additional {2}{B} as you cast this spell.)
Target creature gets +3/+0 until end of turn. If this spell was kicked, that creature gains lifelink until end of turn. (Damage dealt by the creature also causes its controller to gain that much life.)",['Instant']
Vampire's Zeal,['W'],['W'],1.0,17065.0,nan,,[],"Target creature gets +2/+2 until end of turn. If it's a Vampire, it gains first strike until end of turn.",['Instant']
Vampiric Embrace,['B'],['B'],4.0,19859.0,['Enchant'],,['Aura'],"Enchant creature
Enchanted creature gets +2/+2 and has flying.
Whenever a creature dealt damage by enchanted creature this turn dies, put a +1/+1 counter on that creature.",['Enchantment']
Vampiric Fury,['R'],['R'],2.0,14770.0,nan,,[],Vampire creatures you control get +2/+0 and gain first strike until end of turn.,['Instant']
Vampiric Link,['B'],['B'],1.0,7128.0,['Enchant'],,['Aura'],"Enchant creature
Whenever enchanted creature deals damage, you gain that much life.",['Enchantment']
Vampiric Sliver,['B'],['B'],4.0,13248.0,nan,3,['Sliver'],"All Sliver creatures have ""Whenever a creature dealt damage by this creature this turn dies, put a +1/+1 counter on this creature.""",['Creature']
Vampiric Spirit,['B'],['B'],4.0,23523.0,['Flying'],4,['Spirit'],"Flying
When Vampiric Spirit enters the battlefield, you lose 4 life.",['Creature']
Vampirism,['B'],['B'],2.0,20696.0,['Enchant'],,['Aura'],"Enchant creature
When Vampirism enters the battlefield, draw a card at the beginning of the next turn's upkeep.
Enchanted creature gets +1/+1 for each other creature you control.
Other creatures you control get -1/-1.",['Enchantment']
Vance's Blasting Cannons // Spitfire Bastion,['R'],['R'],4.0,5770.0,['Transform'],,[],"At the beginning of your upkeep, exile the top card of your library. If it's a nonland card, you may cast that card this turn.
Whenever you cast your third spell in a turn, you may transform Vance's Blasting Cannons.",['Enchantment']
Vandalize,['R'],['R'],5.0,17700.0,nan,,[],"Choose one or both —
• Destroy target artifact.
• Destroy target land.",['Sorcery']
Vanguard of Brimaz,['W'],['W'],2.0,8316.0,"['Heroic', 'Vigilance']",2,"['Cat', 'Soldier']","Vigilance
Heroic — Whenever you cast a spell that targets Vanguard of Brimaz, create a 1/1 white Cat Soldier creature token with vigilance.",['Creature']
Vanguard's Shield,[],[],2.0,14316.0,['Equip'],,['Equipment'],"Equipped creature gets +0/+3 and can block an additional creature each combat.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",['Artifact']
Vanishing,['U'],['U'],1.0,5789.0,['Enchant'],,['Aura'],"Enchant creature
{U}{U}: Enchanted creature phases out. (While it's phased out, it's treated as though it doesn't exist. It phases in before its controller untaps during their next untap step.)",['Enchantment']
Vanishing Verse,"['B', 'W']","['B', 'W']",2.0,2238.0,nan,,[],Exile target monocolored permanent.,['Instant']
Vanishment,['U'],['U'],5.0,11604.0,['Miracle'],,[],"Put target nonland permanent on top of its owner's library.
Miracle {U} (You may cast this card for its miracle cost when you draw it if it's the first card you drew this turn.)",['Instant']
Vanquish,['W'],['W'],3.0,21698.0,nan,,[],Destroy target blocking creature.,['Instant']
Vanquish the Foul,['W'],['W'],6.0,21181.0,['Scry'],,[],Destroy target creature with power 4 or greater. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),['Sorcery']
Vanquish the Weak,['B'],['B'],3.0,16023.0,nan,,[],Destroy target creature with power 3 or less.,['Instant']
Vantress Gargoyle,['U'],['U'],2.0,9285.0,"['Flying', 'Mill']",5,['Gargoyle'],"Flying
Vantress Gargoyle can't attack unless defending player has seven or more cards in their graveyard.
Vantress Gargoyle can't block unless you have four or more cards in hand.
{T}: Each player mills a card.","['Artifact', 'Creature']"
Vantress Paladin,['U'],['U'],4.0,21140.0,"['Adamant', 'Flying']",2,"['Human', 'Knight']","Flying
Adamant — If at least three blue mana was spent to cast this spell, Vantress Paladin enters the battlefield with a +1/+1 counter on it.",['Creature']
Vapor Snag,['U'],['U'],1.0,7790.0,nan,,[],Return target creature to its owner's hand. Its controller loses 1 life.,['Instant']
Vapor Snare,['U'],['U'],5.0,19883.0,['Enchant'],,['Aura'],"Enchant creature
You control enchanted creature.
At the beginning of your upkeep, sacrifice Vapor Snare unless you return a land you control to its owner's hand.",['Enchantment']
Vaporous Djinn,['U'],['U'],4.0,23561.0,['Flying'],3,['Djinn'],"Flying
At the beginning of your upkeep, Vaporous Djinn phases out unless you pay {U}{U}. (While it's phased out, it's treated as though it doesn't exist. It phases in before you untap during your next untap step.)",['Creature']
"Varina, Lich Queen","['B', 'U', 'W']","['B', 'U', 'W']",4.0,5484.0,nan,4,"['Zombie', 'Wizard']","Whenever you attack with one or more Zombies, draw that many cards, then discard that many cards. You gain that much life.
{2}, Exile two cards from your graveyard: Create a tapped 2/2 black Zombie creature token.",['Creature']
"Varolz, the Scar-Striped","['B', 'G']","['B', 'G']",3.0,7772.0,nan,2,"['Troll', 'Warrior']","Each creature card in your graveyard has scavenge. The scavenge cost is equal to its mana cost. (Exile a creature card from your graveyard and pay its mana cost: Put a number of +1/+1 counters equal to that card's power on target creature. Scavenge only as a sorcery.)
Sacrifice another creature: Regenerate Varolz, the Scar-Striped.",['Creature']
Vassal Soul,"['U', 'W']","['U', 'W']",3.0,22431.0,['Flying'],2,['Spirit'],Flying,['Creature']
Vassal's Duty,['W'],['W'],4.0,19565.0,nan,,[],{1}: The next 1 damage that would be dealt to target legendary creature you control this turn is dealt to you instead.,['Enchantment']
Vastwood Animist,['G'],['G'],3.0,19483.0,nan,1,"['Elf', 'Shaman', 'Ally']","{T}: Target land you control becomes an X/X Elemental creature until end of turn, where X is the number of Allies you control. It's still a land.",['Creature']
Vastwood Gorger,['G'],['G'],6.0,18428.0,nan,5,['Wurm'],,['Creature']
Vault Skyward,['U'],['U'],1.0,13570.0,nan,,[],Target creature gains flying until end of turn. Untap it.,['Instant']
Vaultbreaker,['R'],['R'],4.0,16713.0,['Dash'],4,"['Orc', 'Rogue']","Whenever Vaultbreaker attacks, you may discard a card. If you do, draw a card.
Dash {2}{R} (You may cast this spell for its dash cost. If you do, it gains haste, and it's returned from the battlefield to its owner's hand at the beginning of the next end step.)",['Creature']
Vebulid,['B'],['B'],1.0,17013.0,nan,0,"['Phyrexian', 'Horror']","Vebulid enters the battlefield with a +1/+1 counter on it.
At the beginning of your upkeep, you may put a +1/+1 counter on Vebulid.
When Vebulid attacks or blocks, destroy it at end of combat.",['Creature']
Vectis Agents,"['B', 'U']","['B', 'U']",5.0,22432.0,nan,4,"['Human', 'Rogue']",{U}{B}: Vectis Agents gets -2/-0 until end of turn and can't be blocked this turn.,"['Artifact', 'Creature']"
Vectis Dominator,"['B', 'W']","['B', 'W']",3.0,22040.0,nan,0,"['Human', 'Wizard']",{T}: Tap target creature unless its controller pays 2 life.,"['Artifact', 'Creature']"
Vectis Silencers,"['B', 'U']",['U'],3.0,23285.0,nan,1,"['Human', 'Rogue']",{2}{B}: Vectis Silencers gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy that creature.),"['Artifact', 'Creature']"
Vector Asp,['B'],[],1.0,10211.0,nan,1,"['Phyrexian', 'Snake']",{B}: Vector Asp gains infect until end of turn. (It deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.),"['Artifact', 'Creature']"
Vedalken Aethermage,['U'],['U'],2.0,3799.0,"['Flash', 'Wizardcycling']",1,"['Vedalken', 'Wizard']","Flash (You may cast this spell any time you could cast an instant.)
When Vedalken Aethermage enters the battlefield, return target Sliver to its owner's hand.
Wizardcycling {3} ({3}, Discard this card: Search your library for a Wizard card, reveal it, put it into your hand, then shuffle.)",['Creature']
Vedalken Anatomist,['U'],['U'],3.0,15650.0,nan,1,"['Phyrexian', 'Vedalken', 'Wizard']","{2}{U}, {T}: Put a -1/-1 counter on target creature. You may tap or untap that creature.",['Creature']
Vedalken Blademaster,['U'],['U'],3.0,23234.0,['Prowess'],2,"['Vedalken', 'Soldier']","Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",['Creature']
Vedalken Certarch,['U'],['U'],1.0,20075.0,['Metalcraft'],1,"['Vedalken', 'Wizard']","Metalcraft — {T}: Tap target artifact, creature, or land. Activate only if you control three or more artifacts.",['Creature']
Vedalken Dismisser,['U'],['U'],6.0,19591.0,nan,2,"['Vedalken', 'Wizard']","When Vedalken Dismisser enters the battlefield, put target creature on top of its owner's library.",['Creature']
Vedalken Ghoul,"['B', 'U']","['B', 'U']",2.0,19234.0,nan,1,"['Vedalken', 'Zombie']","Whenever Vedalken Ghoul becomes blocked, defending player loses 4 life.",['Creature']
Vedalken Heretic,"['G', 'U']","['G', 'U']",2.0,17889.0,nan,1,"['Vedalken', 'Rogue']","Whenever Vedalken Heretic deals damage to an opponent, you may draw a card.",['Creature']
Vedalken Infuser,['U'],['U'],4.0,15163.0,nan,1,"['Vedalken', 'Wizard']","At the beginning of your upkeep, you may put a charge counter on target artifact.",['Creature']
Vedalken Mastermind,['U'],['U'],2.0,12071.0,nan,1,"['Vedalken', 'Wizard']","{U}, {T}: Return target permanent you control to its owner's hand.",['Creature']
Vedalken Mesmerist,['U'],['U'],2.0,22247.0,nan,2,"['Vedalken', 'Wizard']","Whenever Vedalken Mesmerist attacks, target creature an opponent controls gets -2/-0 until end of turn.",['Creature']
Vedalken Outlander,"['U', 'W']","['U', 'W']",2.0,22567.0,['Protection'],2,"['Vedalken', 'Scout']",Protection from red,"['Artifact', 'Creature']"
Vedalken Plotter,['U'],['U'],3.0,7877.0,nan,1,"['Vedalken', 'Wizard']","When Vedalken Plotter enters the battlefield, exchange control of target land you control and target land an opponent controls.",['Creature']
Vedalken Shackles,[],[],3.0,6523.0,nan,,[],"You may choose not to untap Vedalken Shackles during your untap step.
{2}, {T}: Gain control of target creature with power less than or equal to the number of Islands you control for as long as Vedalken Shackles remains tapped.",['Artifact']
Veil of Birds,['U'],['U'],1.0,19690.0,nan,,[],"When an opponent casts a spell, if Veil of Birds is an enchantment, Veil of Birds becomes a 1/1 Bird creature with flying.",['Enchantment']
Veil of Secrecy,['U'],['U'],2.0,11917.0,['Splice'],,['Arcane'],"Target creature gains shroud until end of turn and can't be blocked this turn. (A creature with shroud can't be the target of spells or abilities.)
Splice onto Arcane—Return a blue creature you control to its owner's hand. (As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)",['Instant']
Veil of Summer,['G'],['G'],1.0,249.0,nan,,[],Draw a card if an opponent has cast a blue or black spell this turn. Spells you control can't be countered this turn. You and permanents you control gain hexproof from blue and from black until end of turn. (You and they can't be the targets of blue or black spells or abilities your opponents control.),['Instant']
